#0:
>0:15918,37513;16249,38070;
#1:
>0:19044,30930;19335,32561;
#2:
>0:21340,19924;15289,25101;12780,17429;
#3:
>0:23758,31072;23858,33647;
#4:
>0:20792,32950;20466,30274;
#5:
>0:21342,31898;21426,32135;
#6:
>0:22145,30436;21906,32814;
#7:
>0:20666,34555;20975,33881;
#8:
>0:17377,39159;15508,37415;
#9:
>0:16575,38168;14743,37013;
#10:
>0:25101,32317;22880,30645;
#11:
>0:19663,34672;18643,32809;
#12:
>0:18068,38663;15357,37256;
#13:
>0:24899,32394;24516,33987;
#14:
>0:18639,32899;20103,34138;
#15:
>0:23714,34375;24829,34572;
#16:
>0:19534,33460;20190,30479;
#17:
>0:17753,36901;17406,35588;
#18:
>0:22552,30965;22850,30944;
#19:
>0:5207,13925;9874,17593;14527,23343;16137,29675;20707,31986;
#20:
>0:18376,31363;18671,31150;
#21:
>0:19790,31809;20703,30525;
#22:
>0:24721,33021;20596,33287;
#23:
>0:19147,33382;19767,33778;
#24:
>0:16959,38401;19956,38267;22430,37697;
#25:
>0:24942,30968;23657,33725;
#26:
>0:19935,34542;20579,32516;
#27:
>0:24650,33903;21712,34123;
#28:
>0:25054,33024;21724,31512;
#29:
>0:21139,31284;18901,34629;
#30:
>0:23841,32212;18226,34476;23653,33015;
#31:
>0:16080,38193;14864,34822;
#32:
>0:22160,15040;22901,14813;
#33:
>0:20628,32977;20081,33098;
#34:
>0:5132,12427;6888,13668;
#35:
>0:22238,31460;23696,30681;
#36:
>0:8951,21130;13170,21524;17017,27743;19773,33672;
#37:
>0:18420,30405;19537,33162;
#38:
>0:23752,30979;22907,30995;
#39:
>0:22567,32647;24625,31045;
#40:
>0:16784,38044;18045,36579;
#41:
>0:22512,32206;21758,31647;
#42:
>0:6034,17863;8514,19191;12646,23825;17109,22287;18471,22040;24713,25518;
#43:
>0:23492,31363;23154,31675;
#44:
>0:20210,31613;21476,33877;
#45:
>0:22568,33065;23685,31936;
#46:
>0:19921,32575;18171,32284;
#47:
>0:14920,38662;16037,37959;
#48:
>0:11782,15228;8266,19746;12207,23039;
#49:
>0:23720,34584;20364,31700;22799,33152;
#50:
>0:18440,32559;21063,30789;
#51:
>0:15368,37133;15993,38085;
#52:
>0:20043,32986;20970,34075;
#53:
>0:18901,34304;18927,33287;
#54:
>0:15203,13599;16898,13037;
#55:
>0:17917,38900;17447,34808;
#56:
>0:22808,13535;23029,12941;
#57:
>0:22677,30736;22744,30554;
#58:
>0:20993,34165;20694,33538;
#59:
>0:21735,32834;23626,34431;
#60:
>0:9593,23935;12624,18193;
#61:
>0:14705,38573;17952,39173;
#62:
>0:18792,33242;20654,32979;
#63:
>0:7099,15142;5131,13751;
#64:
>0:18821,33361;19896,33791;
