#0:
>0:22696,32303;22250,34414;
#1:
>0:19633,32133;22121,30361;
#2:
>0:19859,32386;23023,33869;
#3:
>0:15764,36588;16487,38588;
#4:
>0:19438,33919;23322,33917;
#5:
>0:14589,37763;12426,39141;
#6:
>0:14853,29583;12718,28212;
#7:
>0:24327,31418;23649,30513;
#8:
>0:14527,34814;12672,36420;
#9:
>0:21499,34205;18732,31054;
#10:
>0:23650,30481;19633,34799;21462,32561;22794,33359;
#11:
>0:11740,34899;14419,38432;
#12:
>0:19021,32463;18629,31628;
#13:
>0:19153,33323;19377,30787;
#14:
>0:19264,33775;19309,32007;
#15:
>0:23599,34688;23076,30754;
#16:
>0:19725,32388;19443,30541;
#17:
>0:19242,32022;18613,33097;
#18:
>0:24477,33828;24474,31538;
#19:
>0:19327,34482;19503,30836;
#20:
>0:4800,20410;8491,14061;12578,14429;15752,16045;
#21:
>0:24649,17409;20800,18575;17060,20791;14059,19206;
#22:
>0:20415,32349;20335,30298;
#23:
>0:11352,19270;13797,22285;14456,28328;
#24:
>0:22312,30820;19451,32073;
#25:
>0:24036,32511;19259,36888;20744,31698;
#26:
>0:21101,30519;19511,30845;
#27:
>0:23607,31420;22098,30386;
#28:
>0:21299,32686;21266,31314;
#29:
>0:12312,38976;11141,37450;
#30:
>0:22878,32524;22133,30260;
#31:
>0:11132,35946;14538,35484;
#32:
>0:13945,35182;14755,38633;
#33:
>0:21721,30294;24287,34189;
#34:
>0:19854,31618;20547,30913;
#35:
>0:18678,34170;24517,30238;
#36:
>0:24991,13463;20635,20547;18312,24263;19203,29375;18158,32834;
#37:
>0:20405,31587;19160,33444;
#38:
>0:20967,32930;19623,34347;
#39:
>0:22226,31494;22740,34347;
#40:
>0:18710,30807;20688,31479;
#41:
>0:14020,16841;11761,19895;
#42:
>0:23495,32339;21233,34423;22782,28826;23246,34350;
#43:
>0:21014,32810;21237,30623;
#44:
>0:22802,32444;22319,32833;
#45:
>0:24905,15299;23461,15189;
#46:
>0:21856,33708;23049,31550;
#47:
>0:22593,33591;22046,34299;
#48:
>0:19704,30225;20127,32294;
#49:
>0:24101,33010;24291,31145;
#50:
>0:4658,16399;7910,16299;11434,16162;15427,13855;
#51:
>0:24062,30530;18234,34690;23777,31879;
#52:
>0:19723,34502;20417,32591;
#53:
>0:13359,36060;17165,34060;16702,34846;
#54:
>0:23262,34224;24135,31753;
#55:
>0:19252,34168;24981,33469;21462,31422;
#56:
>0:12347,38718;15757,36911;13188,38307;14885,36140;13608,35578;
#57:
>0:19281,34094;20674,33752;
#58:
>0:21111,30697;21330,33074;
#59:
>0:24479,31448;22124,30397;
#60:
>0:19823,32707;18672,35587;24531,31556;
#61:
>0:20852,17210;23878,21530;22981,29165;
#62:
>0:18861,34675;21209,33209;
#63:
>0:9480,34375;13233,26752;15779,31705;18339,33534;
#64:
>0:23035,22195;21654,16849;15589,15040;11174,16810;10608,22157;
#65:
>0:12513,34716;16959,34048;15690,37877;
#66:
>0:21899,34673;23214,34269;
#67:
>0:19887,34554;23424,30475;
#68:
>0:25099,33031;19669,33674;23891,29114;24729,33455;
#69:
>0:24705,33436;23459,32816;
#70:
>0:17699,36049;12086,38707;
#71:
>0:23519,33666;19995,30232;22049,31672;
#72:
>0:23909,32372;20535,33242;25090,30540;
#73:
>0:23072,33528;24009,31743;
#74:
>0:18084,36268;15631,38730;
#75:
>0:13727,39031;17497,30459;14926,35088;12309,37704;
#76:
>0:18105,37912;14491,39047;13799,34735;
#77:
>0:19620,33869;24858,31749;
#78:
>0:18309,30603;21471,34632;
#79:
>0:12570,12372;9944,19176;10372,23260;6562,28014;10742,32552;
#80:
>0:20678,33395;21137,32160;
#81:
>0:19561,31303;20795,34398;
#82:
>0:20341,30715;22298,34496;
#83:
>0:20972,34622;20187,30584;
#84:
>0:5594,27361;7464,22344;8648,16751;6797,15869;
#85:
>0:18914,34264;19251,31445;
#86:
>0:24922,34074;23243,32423;
#87:
>0:20809,30265;24197,34318;
#88:
>0:21086,31270;19869,30505;
#89:
>0:21753,33967;24834,32177;
#90:
>0:13328,20492;14580,18287;
#91:
>0:23638,33963;21771,32983;
#92:
>0:15821,36065;13297,38969;
#93:
>0:23405,32246;21733,34440;
#94:
>0:23615,33454;21048,33096;
#95:
>0:20948,31030;20448,33833;
#96:
>0:6584,16118;6782,15940;
#97:
>0:8537,30049;12236,25225;16481,18520;19761,12420;
#98:
>0:20879,31210;19163,30446;
#99:
>0:23080,25906;18399,33795;16746,38234;13939,39016;9099,36500;
#100:
>0:21927,32206;23914,32642;
#101:
>0:14952,38726;17718,37716;
#102:
>0:21413,33943;22200,34208;
#103:
>0:20917,31920;23089,30190;23073,33857;
#104:
>0:19825,33212;18997,33076;
#105:
>0:21538,30629;20843,33895;
#106:
>0:20734,30451;20090,34239;
#107:
>0:21314,32875;21158,30953;
#108:
>0:24074,33882;21740,32039;
#109:
>0:19224,31265;23256,32650;21208,33990;
#110:
>0:18649,33666;24312,32114;
#111:
>0:20217,32489;19305,33113;
#112:
>0:18940,31387;24815,30541;20099,33370;
#113:
>0:23326,31396;22798,32548;
#114:
>0:15658,37403;17148,37033;
#115:
>0:21052,31814;19791,31043;
#116:
>0:18759,32060;19081,30249;
#117:
>0:16008,38969;11866,38684;
#118:
>0:23076,32858;20096,30309;24676,32595;
#119:
>0:13093,36534;17107,38658;
#120:
>0:20489,32374;18852,33930;
#121:
>0:20151,33606;19223,31307;
#122:
>0:23892,32784;22099,33417;
#123:
>0:8646,15762;5125,19187;10284,24989;4813,29925;
#124:
>0:11229,17244;11118,20196;
#125:
>0:18250,31014;18497,33422;
#126:
>0:20644,31981;18181,31800;
#127:
>0:18123,17048;16382,25112;20235,26434;24267,34440;
#128:
>0:21766,33304;24014,31499;
#129:
>0:19618,30686;22953,30102;23449,31463;
#130:
>0:18757,34371;22824,34089;
#131:
>0:22129,31984;24261,31331;
#132:
>0:22380,31364;21800,32767;
#133:
>0:14271,35822;16243,31416;15114,38342;11467,37247;
