#0:
>0:16851,35458;15131,35297;
#1:
>0:18205,30345;18329,32369;
#2:
>0:22097,32061;24066,31770;
#3:
>0:23856,30537;18295,32087;24770,33652;20709,31267;
#4:
>0:18421,34872;16407,30888;20802,30183;16587,22807;
#5:
>0:21031,33208;20055,31497;
#6:
>0:15428,37416;18508,33714;20427,26167;
#7:
>0:9802,14567;9860,18312;
#8:
>0:21373,31798;18731,34175;
#9:
>0:8011,23806;5552,17542;
#10:
>0:21656,34228;19940,32590;
#11:
>0:19341,12846;16266,19606;13547,22276;11034,28797;5213,27435;
#12:
>0:23512,33178;25190,31114;
#13:
>0:23762,23241;18808,28268;15777,32032;14133,31355;
#14:
>0:21522,34009;21012,32189;
#15:
>0:20726,30611;20745,31261;
#16:
>0:6830,33914;4472,30939;
#17:
>0:23032,13287;22980,15304;
#18:
>0:16099,34702;20019,28579;24215,27226;
#19:
>0:16098,37605;16474,37005;
#20:
>0:19117,33561;18168,32238;
#21:
>0:23580,30303;19747,32779;
#22:
>0:7862,26837;6498,22487;
#23:
>0:23154,34639;22998,34036;
#24:
>0:22055,34561;25072,31522;
#25:
>0:18959,13249;17322,18814;11083,25616;9756,27289;8831,34304;4674,37887;
#26:
>0:23636,33579;24709,33712;
#27:
>0:16810,37505;15128,35451;
#28:
>0:23277,30941;21933,31882;
#29:
>0:4224,28426;6788,32287;5580,39032;
#30:
>0:21705,15317;25135,15709;
#31:
>0:18527,33431;19199,31459;
#32:
>0:24536,32295;22846,30395;
#33:
>0:22437,23400;23828,20819;18808,15669;
#34:
>0:16851,20101;19097,23344;21946,29133;25057,34604;21155,39117;
#35:
>0:15535,37804;16844,35826;
#36:
>0:17956,30187;16945,27520;
#37:
>0:12990,37639;16505,31624;19052,25962;22725,23654;
#38:
>0:23874,34451;23690,34632;
#39:
>0:21063,33774;24790,32546;
#40:
>0:14949,34759;18053,36813;
#41:
>0:19817,34434;21337,33243;
#42:
>0:25068,33869;21372,32032;21745,32201;
#43:
>0:13017,14013;10453,17407;4984,21432;
#44:
>0:23813,32690;22444,32798;
#45:
>0:4908,36704;9853,36686;
#46:
>0:22032,12517;21055,16911;17713,22941;13393,28035;8448,33083;6535,27543;
#47:
>0:4411,15072;4640,13852;
#48:
>0:23396,32381;23916,31114;
#49:
>0:21930,30425;25170,33504;
#50:
>0:22825,30668;22498,30397;
#51:
>0:18893,33241;19482,31243;
#52:
>0:19809,31220;21057,31970;
#53:
>0:20803,34657;20967,33208;
#54:
>0:15556,35825;16684,39005;
#55:
>0:24060,30413;19156,30320;23200,32406;
#56:
>0:14157,19543;10895,22204;
#57:
>0:12399,25685;11135,25894;14404,31160;
#58:
>0:20525,22725;17305,26084;14768,32170;
#59:
>0:22967,34308;24392,32656;
#60:
>0:17885,36191;17917,37143;
#61:
>0:19723,32528;19027,30847;
#62:
>0:5764,23591;10946,26560;12584,26191;15397,30691;18438,32296;
#63:
>0:23108,33927;21147,34238;
#64:
>0:21378,23962;17290,27365;11695,34561;7553,32129;4955,29479;
#65:
>0:8403,30553;12122,29014;17914,22327;
#66:
>0:20903,31856;22454,32534;
#67:
>0:12130,16931;13606,20838;
#68:
>0:19799,30900;20496,30884;
#69:
>0:24698,30783;22786,31597;
#70:
>0:9595,22012;12108,26212;15093,31903;
#71:
>0:20797,35284;22369,30339;
#72:
>0:21595,37572;16931,36603;14432,30737;9193,31771;
#73:
>0:23435,30628;24921,30639;
#74:
>0:24878,14166;22089,13109;
#75:
>0:5676,33748;7920,28425;13376,22973;17294,20230;19956,17111;
#76:
>0:20525,34069;18628,33132;
#77:
>0:6276,15172;5710,12601;
#78:
>0:19580,30350;23541,32189;20100,31750;
#79:
>0:22758,32830;21787,32717;
#80:
>0:24801,34497;25233,32414;
#81:
>0:23287,15691;21711,13216;
#82:
>0:23049,33681;18249,31011;24493,30680;
#83:
>0:23910,34372;23567,33441;
#84:
>0:13525,17746;16581,22718;21019,25865;23409,28283;
#85:
>0:22118,33139;18994,32042;22150,33611;
#86:
>0:8991,37768;13845,30805;17442,27134;19801,24347;20131,20015;19576,14996;
#87:
>0:16215,23518;11569,27634;8467,33691;5908,34188;
#88:
>0:15254,38177;17967,34795;
#89:
>0:21282,30551;19457,34651;
#90:
>0:4492,27744;6284,30858;6664,38927;
#91:
>0:18676,30355;18427,31174;
#92:
>0:18262,30675;19091,31595;
#93:
>0:13233,36947;10884,34969;
#94:
>0:20188,17407;14651,16101;11782,19180;8137,14998;6222,13734;
#95:
>0:24970,32069;21176,28429;18121,24242;15103,19874;
#96:
>0:21373,32828;21430,32564;
#97:
>0:19787,32824;21550,31533;
#98:
>0:22671,12487;24970,12980;
#99:
>0:4724,29803;9615,28267;13899,27595;16781,31607;19355,29463;
#100:
>0:7501,37134;10539,32985;13445,27477;18008,21912;16886,17072;
#101:
>0:25235,30842;24189,32111;
#102:
>0:22197,36348;20894,31887;16278,30031;14324,29409;
#103:
>0:23745,31906;23573,30618;
#104:
>0:19937,33067;18293,32483;
#105:
>0:5055,38247;9723,39001;14389,37430;15009,34804;
#106:
>0:24665,34167;19224,34365;
#107:
>0:20417,34135;19662,33882;
#108:
>0:8977,22942;12514,21648;15795,22807;
#109:
>0:22929,33902;21049,33025;22091,30826;
#110:
>0:10864,33800;12439,26222;15653,23809;
#111:
>0:18954,31108;19268,33785;
#112:
>0:21904,32541;22584,31966;
#113:
>0:23550,32329;24851,34075;
#114:
>0:24932,31686;23330,33056;
#115:
>0:20820,34316;21065,30514;
#116:
>0:21549,19745;15597,24366;13271,28198;10502,27986;
#117:
>0:6866,36269;8401,32189;11075,28626;15224,22739;11605,18788;15452,12606;
#118:
>0:14973,36073;14683,35767;
#119:
>0:4610,22718;9019,28607;13122,29082;16839,30337;21434,33914;
#120:
>0:25193,13980;24051,12725;
#121:
>0:18495,34488;19079,31794;
#122:
>0:20043,31368;21248,30809;
#123:
>0:22887,18167;18941,22475;15106,24673;14058,22306;8495,24532;
#124:
>0:21118,32750;21148,33870;
#125:
>0:10320,18056;11732,17312;17402,24349;20507,29273;24658,25874;
#126:
>0:21176,34127;18485,30327;
#127:
>0:11412,17406;12173,19998;
#128:
>0:16854,39055;14624,39187;
#129:
>0:21700,20149;19141,24058;17928,27824;
#130:
>0:21773,31533;21211,29320;20763,32839;
#131:
>0:24518,32831;23470,30713;
#132:
>0:23427,37270;19035,34633;17613,27968;13923,23409;12688,18514;
#133:
>0:24209,19025;23897,22161;21866,28589;
#134:
>0:22584,30693;22504,32417;
#135:
>0:25221,30569;21320,30546;23574,33924;21338,34326;
#136:
>0:21666,33537;18549,34204;
#137:
>0:24298,16246;22366,12767;
#138:
>0:10056,26749;11959,24030;
#139:
>0:23863,33076;25038,33512;
#140:
>0:22762,32423;23589,30811;
#141:
>0:7329,16013;6072,14714;
#142:
>0:9716,15016;13010,18181;14620,18432;19575,19726;24301,17600;
#143:
>0:21687,31640;22829,33175;
#144:
>0:19837,33960;22458,33727;
#145:
>0:22067,33175;19746,34641;25068,33703;
#146:
>0:10337,25041;13341,29195;16424,31231;
#147:
>0:15150,21701;21590,17969;22331,19505;
#148:
>0:22329,33194;22800,32723;
#149:
>0:15490,21080;11970,21533;10342,26111;7699,33204;4509,36500;
#150:
>0:14667,35229;14910,36919;
#151:
>0:22217,34282;24344,30718;
#152:
>0:19224,31841;17410,36504;19727,33773;
#153:
>0:20408,30430;19974,31736;
#154:
>0:5465,33421;10606,26281;
#155:
>0:18658,34443;20707,33989;
#156:
>0:22365,30251;24672,31742;
#157:
>0:18846,32603;19925,31787;
#158:
>0:11721,17850;17065,21929;14795,26345;
#159:
>0:23990,34151;21788,33903;
#160:
>0:18761,31690;19012,31745;
#161:
>0:20174,31944;23579,30220;
#162:
>0:21832,29387;21402,23312;16569,24437;11691,21423;10519,25342;
#163:
>0:5874,34713;4732,34504;4163,27090;4181,23529;4622,17669;
#164:
>0:21308,30862;20876,32325;
#165:
>0:9846,21519;13361,23449;
#166:
>0:20507,33155;18654,33411;
#167:
>0:22772,32673;20601,32747;23986,32236;
#168:
>0:19121,32162;18297,31894;
#169:
>0:22103,31611;23508,32993;
#170:
>0:24554,14103;24243,14880;
#171:
>0:23649,32186;25078,30415;
#172:
>0:22797,34279;23542,33490;
#173:
>0:23369,12861;23494,15192;
#174:
>0:6918,12985;10589,16409;
#175:
>0:24647,30706;23430,30803;
#176:
>0:25069,33972;22117,33594;
#177:
>0:23134,31083;19274,36317;18685,33155;
#178:
>0:24588,30501;24035,34507;
#179:
>0:19611,34299;19446,34505;
#180:
>0:19722,25976;16139,21715;11547,29203;7868,26603;
#181:
>0:20101,33540;18331,33631;
#182:
